n,theta,t.pval,w.pval
20,0,0.234282708202561,0.319756941203476
20,0,0.560699054048724,0.589925951840156
20,0,0.980536703802173,0.988640636007275
20,0,0.631814442297091,0.689767469097159
20,0,0.541330511793559,0.579493633628663
20,0,0.435295671383635,0.452104018936732
20,0,0.0790113548466584,0.12668994942052
20,0,0.275233475022407,0.247261748248352
20,0,0.482321774658307,0.526652265555395
20,0,0.458403587567301,0.46271289242465
20,0,0.672028997325278,0.66084689829914
20,0,0.100832185440902,0.045543074662386
20,0,0.57538525953793,0.699169057182792
20,0,0.904875316646253,0.87331005057948
20,0,0.804499215592185,0.829607574205437
20,0,0.839000881159052,0.769415611991904
20,0,0.932740917435315,0.921419972024508
20,0,0.190570840921918,0.222482012420108
20,0,0.526915536063292,0.53728710757535
20,0,0.996004133231103,0.994842981233657
20,0,0.934243388944293,0.939650147122218
20,0,0.177259867589398,0.199151161396652
20,0,0.473120551852461,0.680243058796524
20,0,0.386480602843088,0.349013775601288
20,0,0.622522444738683,0.630968896827097
20,0,0.998279974988092,0.995644059693487
20,0,0.0383773876015769,0.0279442194516915
20,0,0.658279034244555,0.708442885903349
20,0,0.510502157170863,0.505334183437874
20,0,0.233781059335795,0.300830942817208
20,0,0.199590968058451,0.177326101717938
20,0,0.759235125252187,0.76115473831777
20,0,0.720548423162532,0.699169057182792
20,0,0.464070052689236,0.473347734444605
20,0,0.98414420074856,0.985845784723765
20,0,0.608864856066344,0.579493633628663
20,0,0.301136676611004,0.282415818426845
20,0,0.5277911112339,0.515998802355624
20,0,0.946765738175942,0.948919525023409
20,0,0.129584872819954,0.150626319405639
20,0,0.873873871204407,0.785459179711247
20,0,0.854897001456484,0.884250641894401
20,0,0.637418689558699,0.53728710757535
20,0,0.271713183457431,0.319756941203476
20,0,0.311912322226839,0.310232530902841
20,0,0.32811634134382,0.389401817807776
20,0,0.415424999715917,0.484001197644376
20,0,0.146828092118746,0.12113481074162
20,0,0.967119685787182,0.959511846951998
20,0,0.75385592395387,0.744169378149162
20,0,0.946700089459112,0.954456925337614
20,0,0.22111226939249,0.264548461453235
20,0,0.458297907699864,0.473347734444605
20,0,0.319262611813053,0.329398928871773
20,0,0.0216365787354329,0.0429570099928469
20,0,0.19166290319891,0.177326101717938
20,0,0.102964629306199,0.157042134845975
20,0,0.561820559778481,0.579493633628663
20,0,0.293555190017723,0.310232530902841
20,0,0.483794410639821,0.579493633628663
20,0,0.834480725886299,0.836369082238889
20,0,0.593086699475416,0.630968896827097
20,0,0.362961936105084,0.410074048159844
20,0,0.858005096430974,0.842957865154025
20,0,0.0619942358196697,0.057127240267928
20,0,0.0944405003511533,0.0958756592721868
20,0,0.441473035730182,0.420506366371337
20,0,0.289323283808009,0.319756941203476
20,0,0.515509017385231,0.505334183437874
20,0,0.697506583925395,0.650986224398712
20,0,0.832191893073928,0.89451783637594
20,0,0.400661012184844,0.379175478159857
20,0,0.826601167238521,0.836369082238889
20,0,0.141403700963855,0.132415903173266
20,0,0.116696340376971,0.12668994942052
20,0,0.0138777902207799,0.0200875424481363
20,0,0.460956675759516,0.473347734444605
20,0,0.803679059895439,0.793236844242793
20,0,0.507968898855026,0.505334183437874
20,0,0.395726265830433,0.420506366371337
20,0,0.228683906287414,0.199151161396652
20,0,0.0199822624086244,0.0200875424481363
20,0,0.996190107498696,0.995258196404397
20,0,0.911309081315979,0.89451783637594
20,0,0.826368759845768,0.822673898282062
20,0,0.719943240843907,0.726588491116711
20,0,0.777920782863218,0.793236844242793
20,0,0.762862566176221,0.769415611991904
20,0,0.603975823979775,0.589925951840156
20,0,0.640754473070723,0.620824521840143
20,0,0.381603657068603,0.358975138029159
20,0,0.506282680437741,0.53728710757535
20,0,0.424506960812623,0.484001197644376
20,0,0.24728006719859,0.255830621850838
20,0,0.68718009535895,0.735451538546765
20,0,0.684848871144407,0.717584181573155
20,0,0.462673545792367,0.515998802355624
20,0,0.236198988516857,0.273411508883289
20,0,0.284028553009414,0.300830942817208
20,0,0.812002599593621,0.808293359047821
20,0,0.130174722033564,0.12668994942052
20,0,0.677535125448069,0.752738251751648
20,0,0.084562062963436,0.12113481074162
20,0,0.117697730174454,0.12113481074162
20,0,0.92416297663347,0.95175022378195
20,0,0.48940913302053,0.515998802355624
20,0,0.695306526865386,0.680243058796524
20,0,0.279925866169283,0.310232530902841
20,0,0.925731600395604,0.95175022378195
20,0,0.28950386135478,0.358975138029159
20,0,0.15360602353281,0.12668994942052
20,0,0.532162098908138,0.569006470350959
20,0,0.0745195843493,0.0746417802325332
20,0,0.0562077983189553,0.0672094209140202
20,0,0.141147845525251,0.138313530722971
20,0,0.0926409550686964,0.0672094209140202
20,0,0.4219524624045,0.484001197644376
20,0,0.514335338390105,0.579493633628663
20,0,0.720102088718758,0.726588491116711
20,0,0.236908390258463,0.177326101717938
20,0,0.420790596850953,0.379175478159857
20,0,0.72837533385242,0.670601071128227
20,0,0.386342964934926,0.430993529649041
20,0,0.795309249184521,0.861686469277029
20,0,0.794435388407494,0.793236844242793
20,0,0.749923130410758,0.769415611991904
20,0,0.0536191303885684,0.0603498528777825
20,0,0.634290709065328,0.620824521840143
20,0,0.612932066772863,0.689767469097159
20,0,0.0223952692777005,0.0214923164504825
20,0,0.539772920356069,0.610598182192224
20,0,0.129515158876701,0.144383531862373
20,0,0.479245952545386,0.420506366371337
20,0,0.168496589543917,0.184431197772108
20,0,0.0352639899182533,0.0317162230520068
20,0,0.4262424562131,0.452104018936732
20,0,0.922512536151748,0.899402759781441
20,0,0.731753776063889,0.717584181573155
20,0,0.203082431379952,0.214540820288753
20,0,0.0710389457603462,0.0746417802325332
20,0,0.477726270125088,0.547895981063268
20,0,0.450666689601077,0.410074048159844
20,0,0.323502401966142,0.358975138029159
20,0,0.052546259083046,0.0404881530480022
20,0,0.386259668662032,0.399703593580849
20,0,0.677688135297771,0.610598182192224
20,0,0.159207443396355,0.19170664095218
20,0,0.745072048655722,0.717584181573155
20,0,0.955928246680494,0.948919525023409
20,0,0.440393594567522,0.473347734444605
20,0,0.499973546154631,0.515998802355624
20,0,0.398897343998974,0.441528488921728
20,0,0.943166131975769,0.954456925337614
20,0,0.838129523504786,0.735451538546765
20,0,0.0245735567010786,0.0200875424481363
20,0,0.781401153248284,0.769415611991904
20,0,0.538523490823644,0.526652265555395
20,0,0.296639871749188,0.264548461453235
20,0,0.329584704214061,0.399703593580849
20,0,0.441575280468664,0.441528488921728
20,0,0.0883429215109758,0.0958756592721868
20,0,0.234359877755048,0.247261748248352
20,0,0.847441678105951,0.889467682288207
20,0,0.604137783501837,0.641024861970841
20,0,0.719845140296796,0.717584181573155
20,0,0.587816019764276,0.579493633628663
20,0,0.142138746890746,0.157042134845975
20,0,0.853659041290308,0.889467682288207
20,0,0.710930607965219,0.670601071128227
20,0,0.404995937689512,0.358975138029159
20,0,0.850774249022421,0.836369082238889
20,0,0.397527930590269,0.329398928871773
20,0,0.0941246281562284,0.0826700097024612
20,0,0.3178895279585,0.310232530902841
20,0,0.433239207395936,0.410074048159844
20,0,0.115769171193841,0.0958756592721868
20,0,0.758094204305892,0.785459179711247
20,0,0.460599605904997,0.420506366371337
20,0,0.386053107462323,0.399703593580849
20,0,0.228875278088958,0.273411508883289
20,0,0.0106498200502143,0.00976838091990193
20,0,0.486926901038749,0.505334183437874
20,0,0.976810497394594,0.975454837405314
20,0,0.830220466060777,0.836369082238889
20,0,0.385421256734636,0.291557114096651
20,0,0.105212001206706,0.12668994942052
20,0,0.645660176555705,0.689767469097159
20,0,0.509836212116799,0.569006470350959
20,0,0.060273150009546,0.0603498528777825
20,0,0.799690803278816,0.76115473831777
20,0,0.103527709982689,0.110532317711793
20,0,0.575563986841932,0.589925951840156
20,0,0.468588804034733,0.494665816562126
20,0,0.355958676438162,0.33915310170086
20,0,0.111838192930964,0.110532317711793
20,0,0.601039720004529,0.641024861970841
20,0,0.459006729425924,0.420506366371337
20,0,0.278910321338767,0.255830621850838
20,0,0.813649420005334,0.867584096826734
20,0,0.967962573977998,0.95175022378195
20,0,0.319660220645524,0.33915310170086
20,0,0.415138007714699,0.441528488921728
20,0,0.426711568267674,0.291557114096651
20,0,0.354188280390465,0.46271289242465
20,0,0.335117599694627,0.358975138029159
20,0,0.806429537020195,0.815568802227892
20,0,0.347639186245631,0.358975138029159
20,0,0.612631411334855,0.589925951840156
20,0,0.200011046287995,0.264548461453235
20,0,0.964118214762249,0.964111623264305
20,0,0.3182487112767,0.379175478159857
20,0,0.547583288526191,0.484001197644376
20,0,0.742429369015892,0.630968896827097
20,0,0.247416919870005,0.230584388008096
20,0,0.22979316098525,0.23884526168223
20,0,0.44471838927355,0.441528488921728
20,0,0.650121245618094,0.650986224398712
20,0,0.671737304097687,0.630968896827097
20,0,0.423569516603708,0.441528488921728
20,0,0.0671514494325187,0.0869143061748372
20,0,0.336383362482397,0.319756941203476
20,0,0.491989949673091,0.452104018936732
20,0,0.767881933184352,0.815568802227892
20,0,0.981209822941444,0.975454837405314
20,0,0.127942383714705,0.150626319405639
20,0,0.347245934400472,0.379175478159857
20,0,0.526480845756366,0.569006470350959
20,0,0.155276932787287,0.163630917761111
20,0,0.274775188322147,0.319756941203476
20,0,0.897435742875286,0.904124340727813
20,0,0.277337662013461,0.319756941203476
20,0,0.827664685468312,0.836369082238889
20,0,0.0411361769786554,0.0404881530480022
20,0,0.621765486109442,0.630968896827097
20,0,0.55927750280769,0.505334183437874
20,0,0.749658599007069,0.689767469097159
20,0,0.802011753807505,0.777517987579892
20,0,0.530729624670478,0.505334183437874
20,0,0.251656848816821,0.264548461453235
20,0,0.532225516998099,0.484001197644376
20,0,0.997155158145424,0.995644059693487
20,0,0.301342353347593,0.319756941203476
20,0,0.00810985534211502,0.0141542152762349
20,0,0.735680190826851,0.735451538546765
20,0,0.153565037466912,0.214540820288753
20,0,0.766525150913189,0.793236844242793
20,0,0.439458984818095,0.494665816562126
20,0,0.454341100603275,0.53728710757535
20,0,0.80493011187961,0.808293359047821
20,0,0.936101880469473,0.961866904868791
20,0,0.942443487767956,0.939650147122218
20,0,0.156589286705581,0.184431197772108
20,0,0.984431174085626,0.98367832216553
20,0,0.415692233200239,0.452104018936732
20,0,0.542683703159615,0.526652265555395
20,0,0.444887518725996,0.526652265555395
20,0,0.775850039069848,0.735451538546765
20,0,0.424695951529806,0.358975138029159
20,0,0.4876409326961,0.53728710757535
20,0,0.690104330828615,0.620824521840143
20,0,0.0360532409101463,0.0337505725376306
20,0,0.285937128863865,0.349013775601288
20,0,0.787947505786397,0.822673898282062
20,0,0.190538035161071,0.199151161396652
20,0,0.802776192252056,0.735451538546765
20,0,0.36722165413554,0.473347734444605
20,0,0.201950234720607,0.23884526168223
20,0,0.927167497716739,0.95175022378195
20,0,0.780265137948074,0.744169378149162
20,0,0.428553315546965,0.389401817807776
20,0,0.565731953342297,0.558471511078272
20,0,0.230552683610064,0.214540820288753
20,0,0.418974994592793,0.399703593580849
20,0,0.00241519714473396,0.00335750461010412
20,0,0.310338646639967,0.319756941203476
20,0,0.566313489291729,0.547895981063268
20,0,0.190680339507257,0.247261748248352
20,0,0.938188797604393,0.942872759732072
20,0,0.0444684331285531,0.0429570099928469
20,0,0.565972100800896,0.515998802355624
20,0,0.366074032533282,0.389401817807776
20,0,0.511626552214995,0.66084689829914
20,0,0.973350410312138,0.977022885065638
20,0,0.363315790139115,0.379175478159857
20,0,0.936410104830616,0.945961463043245
20,0,0.929010183409836,0.93279057908598
20,0,0.451127741395892,0.441528488921728
20,0,0.434680538563258,0.473347734444605
20,0,0.917785973862507,0.884250641894401
20,0,0.109217288876084,0.12113481074162
20,0,0.572293161332501,0.526652265555395
20,0,0.219290576578807,0.170392425794563
20,0,0.742910306513809,0.793236844242793
20,0,0.942309283959542,0.954456925337614
20,0,0.452769088440524,0.494665816562126
20,0,0.683296171915244,0.726588491116711
20,0,0.781411608428127,0.689767469097159
20,0,0.578383564110042,0.589925951840156
20,0,0.48943184394812,0.558471511078272
20,0,0.856727813419923,0.861686469277029
20,0,0.906065623405991,0.929147484629421
20,0,0.992183869400565,0.988640636007275
20,0,0.0939186369228,0.0826700097024612
20,0,0.650060732010015,0.650986224398712
20,0,0.682366659389898,0.66084689829914
20,0,0.673282976004349,0.689767469097159
20,0,0.159500985377845,0.19170664095218
20,0,0.598145613148416,0.630968896827097
20,0,0.687769556169583,0.689767469097159
20,0,0.58989282996351,0.641024861970841
20,0,0.499657708356791,0.558471511078272
20,0,0.952282659365533,0.945961463043245
20,0,0.27576565147334,0.247261748248352
20,0,0.695557695588344,0.66084689829914
20,0,0.535950177075376,0.589925951840156
20,0,0.15061879022157,0.144383531862373
20,0,0.392540898750551,0.452104018936732
20,0,0.141911489975402,0.110532317711793
20,0,0.263095688715311,0.273411508883289
20,0,0.0387819143491476,0.0540385369567553
20,0,0.799553380627543,0.836369082238889
20,0,0.368041148708965,0.420506366371337
20,0,0.870849139551834,0.855616468137627
20,0,0.565530887109512,0.547895981063268
20,0,0.922910985982754,0.93279057908598
20,0,0.405397227920443,0.430993529649041
20,0,0.744703077447263,0.650986224398712
20,0,0.78199011716842,0.836369082238889
20,0,0.0555184202077446,0.0826700097024612
20,0,0.881167814865816,0.855616468137627
20,0,0.847179576201878,0.822673898282062
20,0,0.00985092454786512,0.00659719143299934
20,0,0.712452984172502,0.708442885903349
20,0,0.358972460664241,0.410074048159844
20,0,0.86748204535136,0.861686469277029
20,0,0.363256341057874,0.358975138029159
20,0,0.164935225054535,0.100597240218559
20,0,0.59878387433586,0.600296406419151
20,0,0.0621332927515271,0.0637095352141055
20,0,0.659633793136758,0.670601071128227
20,0,0.859655701324069,0.889467682288207
20,0,0.410684663065286,0.33915310170086
20,0,0.720765646575276,0.769415611991904
20,0,0.257099052705661,0.319756941203476
20,0,0.538549195734678,0.505334183437874
20,0,0.506858277302677,0.441528488921728
20,0,0.470524074687952,0.452104018936732
20,0,0.344854568208153,0.33915310170086
20,0,0.40114425700759,0.452104018936732
20,0,0.503147402668854,0.473347734444605
20,0,0.146702929502524,0.138313530722971
20,0,0.630101347055522,0.689767469097159
20,0,0.731157663457362,0.717584181573155
20,0,0.592815455855688,0.526652265555395
20,0,0.987739763574204,0.989461602824276
20,0,0.332368606209325,0.389401817807776
20,0,0.784978853727253,0.836369082238889
20,0,0.429530627828772,0.515998802355624
20,0,0.26705155814559,0.369031103172903
20,0,0.419119066924081,0.358975138029159
20,0,0.580108577634973,0.641024861970841
20,0,0.93365705149101,0.964111623264305
20,0,0.0638623903259003,0.0826700097024612
20,0,0.291313405091429,0.300830942817208
20,0,0.462565384525332,0.484001197644376
20,0,0.591195897709951,0.620824521840143
20,0,0.114192801402411,0.138313530722971
20,0,0.330176896046291,0.273411508883289
20,0,0.725484708246572,0.726588491116711
20,0,0.886905544005164,0.89451783637594
20,0,0.868674229797262,0.87331005057948
20,0,0.188104649086319,0.184431197772108
20,0,0.29411625194984,0.291557114096651
20,0,0.903756833717429,0.921419972024508
20,0,0.183861606016462,0.214540820288753
20,0,0.293525767365389,0.300830942817208
20,0,0.977951560576242,0.972055780548309
20,0,0.498697431641057,0.547895981063268
20,0,0.407508416971706,0.46271289242465
20,0,0.511300730147043,0.494665816562126
20,0,0.48698400001633,0.441528488921728
20,0,0.665363758898948,0.717584181573155
20,0,0.146287742436004,0.170392425794563
20,0,0.942132209274132,0.942872759732072
20,0,0.327344428362051,0.310232530902841
20,0,0.0240119235719249,0.0279442194516915
20,0,0.627722351004332,0.620824521840143
20,0,0.211434249712537,0.247261748248352
20,0,0.670080583233071,0.620824521840143
20,0,0.0309960340448762,0.0229771149343621
20,0,0.618053387033068,0.735451538546765
20,0,0.400772818186752,0.441528488921728
20,0,0.23562733652285,0.23884526168223
20,0,0.172829422952663,0.206763155757207
20,0,0.370436553565058,0.33915310170086
20,0,0.0751336569740075,0.0746417802325332
20,0,0.0232052578469465,0.0261997609364249
20,0,0.460958793015933,0.526652265555395
20,0,0.25657987163748,0.199151161396652
20,0,0.745050957237306,0.752738251751648
20,0,0.754852928445965,0.735451538546765
20,0,0.848174595647144,0.842957865154025
20,0,0.200532688271627,0.222482012420108
20,0,0.760086590661479,0.689767469097159
20,0,0.322696259149093,0.310232530902841
20,0,0.771940195547285,0.752738251751648
20,0,0.480564990045407,0.379175478159857
20,0,0.0859345680784282,0.0746417802325332
20,0,0.237442985663114,0.282415818426845
20,0,0.371109024437995,0.441528488921728
20,0,0.0847940877399422,0.115749358105599
20,0,0.934651063894863,0.93279057908598
20,0,0.449903548265072,0.430993529649041
20,0,0.88564005167738,0.861686469277029
20,0,0.636397088998921,0.589925951840156
20,0,0.659725560414375,0.610598182192224
20,0,0.589550076725092,0.641024861970841
20,0,0.893490909188671,0.89451783637594
20,0,0.328508523287247,0.319756941203476
20,0,0.462179472682038,0.452104018936732
20,0,0.242361247671463,0.230584388008096
20,0,0.764406929451953,0.752738251751648
20,0,0.78535302396975,0.777517987579892
20,0,0.590876637587434,0.680243058796524
20,0,0.505792606345946,0.526652265555395
20,0,0.0116050629431086,0.00659719143299934
20,0,0.383549930680085,0.389401817807776
20,0,0.357572146352094,0.329398928871773
20,0,0.874084934984612,0.87886518925838
20,0,0.0114071022923811,0.0131645686513414
20,0,0.794703174058061,0.777517987579892
20,0,0.685379838460658,0.66084689829914
20,0,0.285462480738281,0.273411508883289
20,0,0.300124357913003,0.23884526168223
20,0,0.548567489467878,0.547895981063268
20,0,0.998341658071828,0.998233114507236
20,0,0.967024647991119,0.959511846951998
20,0,0.365947773887294,0.33915310170086
20,0,0.385265667171582,0.410074048159844
20,0,0.290782751645164,0.300830942817208
20,0,0.423871722091404,0.484001197644376
20,0,0.820857362760771,0.867584096826734
20,0,0.0695053181609146,0.057127240267928
20,0,0.56498201460564,0.708442885903349
20,0,0.102581676703247,0.115749358105599
20,0,0.76390930243379,0.808293359047821
20,0,0.992063503707569,0.990231619080098
20,0,0.0482928909133016,0.0429570099928469
20,0,0.49968921254204,0.630968896827097
20,0,0.942812928246623,0.939650147122218
20,0,0.948129511887691,0.95175022378195
20,0,0.694590531452993,0.708442885903349
20,0,0.646285171593002,0.66084689829914
20,0,0.553753570325968,0.569006470350959
20,0,0.520668187193291,0.53728710757535
20,0,0.0419187081632298,0.0510804749765914
20,0,0.509118762808083,0.484001197644376
20,0,0.905092230926635,0.93279057908598
20,0,0.574502005057883,0.610598182192224
20,0,0.483023146537105,0.389401817807776
20,0,0.162233395115136,0.163630917761111
20,0,0.633606720967419,0.558471511078272
20,0,0.26571641464852,0.264548461453235
20,0,0.489001606880692,0.589925951840156
20,0,0.186980445964076,0.222482012420108
20,0,0.715184636919794,0.680243058796524
20,0,0.974956520324886,0.986835431348659
20,0,0.194495929833444,0.170392425794563
20,0,0.449446000384826,0.358975138029159
20,0,0.320095145071436,0.349013775601288
20,0,0.527236431058099,0.526652265555395
20,0,0.917386697795498,0.921419972024508
20,0,0.465816099279335,0.473347734444605
20,0,0.578136048430871,0.708442885903349
20,0,0.209714010055792,0.177326101717938
20,0,0.716693972325113,0.726588491116711
20,0,0.805583097996979,0.884250641894401
20,0,0.395488982323845,0.282415818426845
20,0,0.453865992914347,0.430993529649041
20,0,0.678576594205196,0.670601071128227
20,0,0.589273660092636,0.569006470350959
20,0,0.35517707441502,0.33915310170086
20,0,0.202111057276257,0.222482012420108
20,0,0.705004179673278,0.735451538546765
20,0,0.385162344738091,0.379175478159857
20,0,0.468262885619322,0.547895981063268
20,0,0.267591984334623,0.163630917761111
20,0,0.487783639921339,0.579493633628663
20,0,0.120850729618598,0.132415903173266
20,0,0.716488138366946,0.717584181573155
20,0,0.971909409517664,0.964111623264305
20,0,0.768642878932223,0.829607574205437
20,0,0.320897054808644,0.264548461453235
20,0,0.638711665308323,0.600296406419151
20,0,0.226645168680724,0.300830942817208
20,0,0.0443432099060163,0.0603498528777825
20,0,0.711588355677727,0.726588491116711
20,0,0.543702621740164,0.441528488921728
20,0,0.148495587655078,0.144383531862373
20,0,0.705474449101696,0.800848838603348
20,0,0.78436457608336,0.815568802227892
20,0,0.180622828442188,0.19170664095218
20,0,0.275718262754501,0.230584388008096
20,0,0.508670819351452,0.589925951840156
